Entity,Match,Matched Entity,Score
her PVR cuff,False,Staph carrier,0.7126745
surrounding erythema,True,Toxic erythema,0.8936306
physical therapy,False,Genetic counseling,0.7747991
erythema on her left leg,False,Right lower leg hematoma,0.8486514
several days,False,Repeated falls,0.78340715
her erythema,False,Left iritis,0.80609894
began to decrease,False,Burn of trunk,0.6883763
her respirator,False,Respirator dependence,0.8029119
an additional blood transfusion,False,Blood transfusion reaction,0.84067774
her hospital stay,False,Hospital acquired pneumonia,0.82092184
her hematocrit,False,Fhx of hematopoietic cancer,0.8171658
postoperative day three,False,Postoperative ileus,0.7861054
a general diet,False,Childbirth instruction,0.7070414
voiding on her own,False,Voiding dysfunction,0.71543807
PO Keflex,False,Papule,0.7274969
ten days,False,Starvation,0.7420405
follow up,False,Burnout,0.744029
one week,False,Stress,0.7426011
stable vital signs,False,Vascular birthmark,0.7770709
the time,False,Pain crisis,0.76185775
06-11-1991,False,Elevated CA 27-29,0.5940341
06/22/1991,False,"Chimera 46, XX/46, XY",0.6015699
gravida IV,False,Prurigo,0.7517062
para 2,False,Cholera,0.67727077
metastatic cervical cancer,True,Thyroid cancer metastatic to bone,0.8577854
malignant pericardial effusion,True,Malignant pericardial effusion,1.0000001
a total abdominal hysterectomy,False,Hx of hysterectomy,0.8496165
a 4x3.6x2 cm cervical mass,False,Complete C5-C7 quadriplegia,0.61296856
a fibroid,True,Cervical fibroid,0.8975862
Pathology,True,Schizophrenia,0.8525277
revealed,True,Plague,0.8686485
poorly differentiated squamous cell carcinoma of the cervix,True,Squamous cell carcinoma metastatic to bilat lung,0.90442574
vaginal margins,False,Vaginal mass,0.83965516
metastatic squamous cell carcinoma in the cardinal ligaments,True,Cutaneous squamous cell carcinoma of head and neck,0.9469179
extensive lymphatic invasion,True,Granulomatous lymphadenitis,0.8891647
stage 2B disease,False,EBV disease,0.8304496
intracavitary and external beam radiation therapy,False,Hx of external beam radiation therapy,0.8134197
low dose Cisplatin,False,Low affinity hapten hemolytic anemia,0.84805465
bilateral cystic adnexal masses,True,Uterine adnexal mass,0.8726932
physical examination,False,Genetic counseling,0.7694255
exploratory laparotomy,False,HX of pericardotomy,0.80142593
a bilateral salpingo-oophorectomy,False,Hx of congenital megaprepuce,0.7895575
peritubal and periovarian adhesions,False,Acquired bilat calcaneovarus deformity,0.66626525
a three to four week,False,High head at term,0.6961825
shortness of breath,False,Stumbling due to lack of coordination,0.8002777
a dry non-productive cough,False,Persistent cough,0.78716457
pulmonary function tests,False,Abnl pulmonary function testing,0.8442888
an FEV1,False,HTLV1 carrier,0.7580375
an FVC,False,FHX of CAD,0.7452909
Weekscook University Medical Center,False,Madelungs deformity,0.6360146
Room air arterial blood gas,False,Pulmonary air leak,0.74793124
a pO2,False,Canities,0.7754704
a pCO2,False,Type 1 MI,0.74085414
a pH,False,Rash,0.77954376
EKG,False,Edema,0.8061868
sinus tachycardia,True,Sinus tachycardia,1.0
echo,True,Plague,0.85946244
pericardial effusion,True,Pericardial effusion,1.0
a 10 mm pulsus paradoxus,False,Nevus depigmentosus,0.77120507
cervical cancer,True,Prostate cancer,0.91703093
the pericardial effusion,True,Pericardial effusion,0.9463589
the Retelk County Medical Center,False,Hermansky Pudlak syndrome,0.6514591
further care,False,Comfort care only,0.71681905
a new pericardial effusion,True,Pericardial effusion,0.89526004
An echocardiogram,True,Abnl echocardiogram,0.8630526
Echocardiogram,True,Abnl echocardiogram,0.8571949
moderate anterior pericardial effusion,True,Pericardial effusion,0.93908334
diastolic indications of the right ventricle,True,Partial physeal arrest of left distal femur,0.8522307
low velocity paradox,False,Reduced mobility,0.8051603
a tap,False,Tremor,0.7543015
pulmonary wheezing,True,Wheezing,0.85230505
Her steroids,False,Drug rash,0.7402101
a CT scan of the chest,False,Abnl chest CT scan,0.78709334
arterial blood gas,False,Fecal urgency,0.8125008
the beta agonist inhalers,False,Alpha agonist overdose,0.8022875
steroid inhalers,False,Long term inhaled steroid therapy,0.8189572
a malignant lymphangitic spread,True,Congenital lymphangioma circumscriptum,0.8907575
pericardial involvement,True,Pericardial effusion,0.89478076
other cardiovascular causes,False,Heart cancer,0.82149744
viral bronchiolitis,True,Bronchiolitis,0.94977057
fairly significant AA gradient,False,Reduced mobility,0.7709019
her CT scan,False,Abnl chest CT scan,0.81207526
a new junctional rhythm,False,Junctional escape beats,0.8278425
a new rub,False,Breakthrough bleeding,0.8153813
a rub,False,Arthritis,0.80463225
her pulsus,False,Globus sensation,0.7367432
an ectopic low atrial P,False,Atrial ectopic tachycardia,0.84680986
a follow-up echocardiogram,False,Abnl echocardiogram,0.8035328
the upper limits of normal for size,False,Hx of embolic TIA,0.7557556
low normal function,False,Low bladder compliance,0.7892762
moderate to mild effusion,False,Secondary pleural effusion,0.738472
pericardial pressures,False,Pericardial calcification,0.8491871
right atrial pressures,False,Hx of atrial flutter,0.7956729
right ventricular pressures,False,Double outlet right ventricle,0.8427814
the effusion,False,IUD removal,0.74356794
Thoracic Surgery,True,Chronic thoracic pain,0.88862824
a pericardial window,False,Pericardial calcification,0.84360665
pulmonary oximetry testing,False,Abnl pulmonary function testing,0.7994938
This showed,False,Confusion,0.6520074
lymphangitic spread,True,Lymphangioma,0.8569981
cancer in the chest,True,"Skin cancer, left shoulder",0.8515287
pulmonary nodules in the chest,True,Multiple pulmonary nodules,0.87214696
multiple liver metastases,False,Echinococcosis of liver,0.83567715
decreased function of the left kidney,True,Somatic dysfunction of left arm,0.8631298
dilated left intrarenal collecting system and proximal ureter,True,Left elevated intraocular pressure,0.8653117
periaortic lymphadenopathy,True,Mesenteric lymphadenitis,0.929683
a bronchoscopy,False,Hx of colonoscopy,0.78335637
numerous erythematous maculopapules on her back,True,Idiopathic granulomatous interstitial nephropathy,0.87530756
steroid acne,False,Anabolic steroid overdose,0.8313565
a rapid steroid taper,False,Elevated fasting lipid profile,0.7800704
topical Erythromycin,False,Long term erythropoiesis stimulating agent therapy,0.80917156
The patient &apos;s shortness of breath,False,Fhx of barretts esophagus,0.78344417
Her cardiac examination,False,Pulmonary vessel stricture,0.7861934
follow-up echo,False,Burnout,0.69519466
another echocardiogram,True,Abnl echocardiogram,0.86561614
some mental status changes,False,"Mental status, transient alteration",0.8062352
decreased pO2,False,Elevated serum cobalt,0.8303953
The Ifex,False,Canities,0.78888255
the mental status changes,False,Personality change due to another medical condition,0.7158333
further Ifex,False,Canities,0.71914655
further hallucinations,True,Visual hallucination,0.89890504
the Ifex,False,Canities,0.78888255
the changes,False,Declines lab draws,0.80750513
her new diagnosis,False,Breakthrough bleeding,0.78806674
hooked up,False,Locked in syndrome,0.81629974
support services,False,Abortion counseling,0.84506565
further counselling,False,Abortion counseling,0.7761265
her shortness of breath,False,Stumbling due to lack of coordination,0.7311388
cardiac examination,False,Renal mass,0.8369611
discharged,True,Arthritis,0.9344666
discharged home,False,Pneumonia,0.76997924
her 5-FU,False,Bilat heel pain,0.6501012
Cisplatin chemotherapy,False,Drug induced autoimmune hemolytic anemia,0.8039695
11/30/1993,False,"Chimera 46, XX/46, XY",0.59572065
12-07-1993,False,Elevated CA 27-29,0.5750223
end stage renal disease,True,Renal failure,0.8777502
polycystic kidneydisease,False,Fhx of polycystic kidney disease,0.82318103
age 12,False,Birth trauma,0.74869484
cadaveric renal allograft,False,"CAD of autologous arterial graft, wo angina",0.8360844
an early postoperative transplant nephrectomy,False,Bilat corneal transplant rejection,0.8171283
difficult access problems,False,Financial problem,0.7711052
a left upper arm PTFE,False,Open left ankle Fx,0.79473114
emergency transplant,False,Wound drainage,0.8252708
this difficult access problem,False,Sibling relational problem,0.7525488
her last hemodialysis,False,Hemodialysis dependence,0.7724798
the day,False,Stress,0.7294799
the Operating Room,False,Rectal bleeding,0.69361025
a cadaveric renal allograft to the left iliac fossa,False,Bilat myopathy of extraocular muscles,0.8211265
tolerated well,False,Hostility,0.77601326
Postoperative course,False,Postnasal drip,0.7690623
her immunosuppressive agents,True,Hx of immunosuppressive therapy,0.85750103
Her creatinine,False,Abnl creatinine clearance,0.7300065
several,True,Corn,0.87858385
several days days,False,Repeated falls,0.7841238
good amounts or urine,False,Occult blood in stool,0.726081
a regular diet,False,Vitamin overdose,0.76086324
Her prednisone,False,Abnl semen finding,0.73168606
a stable dose,False,Long term gold therapy,0.78300375
09-07-1993,False,Elevated CA 27-29,0.5910499
type I renal tubular acidosis,True,Renal tubular acidosis,0.93717
Noughwell Entanbon Health of Washington,False,Left Heberdens nodes w arthropathy,0.7800018
09-05-1993 at 21:16 hours,False,"46, XX true hermaphrodite",0.57724637
02-Mar day,False,Elevated CA 27-29,0.6312661
unable to walk,False,Blurred vision,0.76772803
Noughwell Entanbon Health,False,Acquired bilat hallux valgus w metatarsus primus varus,0.74335647
her temperature,False,Headache,0.83905435
blood pressure,True,Blood pressure elevation,0.87273014
respiratory rate,True,Blood pressure elevation,0.85584235
chicken pox lesions on thorax,False,Second degree burn of posterior thorax,0.8281709
sunken eyes,False,Eye strain,0.8376975
thick nasal discharge,True,Nasal pain,0.8599478
"dry lips , tongue and mucous membranes",False,"Aspiration pneumonia, gastric secretions",0.7874378
red tonsils,False,Bleeding gums,0.75997746
the physical examination,False,Genetic counseling,0.7308537
Ni Hospital,False,MRSA carrier,0.80446607
A peripheral intravenous line,False,Long term intravenous immune globulin therapy,0.82629687
Labor Day,False,Stressful work schedule,0.62066925
respiratory distress,True,Respiratory distress,1.0
Oral cyanosis,False,Radiation cystitis,0.8497849
shallow respirations,True,Painful respirations,0.8732389
09-07-1993 at 02:45 a.m.,False,"46, XX true hermaphrodite",0.5901848
03:45 a.m. on 09-07-1993,False,Right ankle joint pain,0.5194229
Chest x-ray,False,Abnl chest CT scan,0.76170325
Cardiovascular stable,False,Cardiovascular device obstruction,0.8182837
significant hypertension,True,Labile hypertension,0.8569851
09-07-1993 at 05:10 a.m.,False,"46, XX true hermaphrodite",0.5976752
clear fluids,False,Dry skin,0.80685556
D5 normal saline,False,DM 2 w renal manifestation,0.7638795
9 hours,False,Headache,0.68054104
"Labor Day , 09:30 a.m.",False,Painful ejaculation,0.51120245
the fluids,False,Declines procedure,0.8362606
5 hours,False,Repeated falls,0.7025127
"09-06-1993 , 02:30 p.m.",False,Elevated CA 27-29,0.6300366
K phosphate,False,Rh positive,0.7324611
the intravenous fluids,False,Long term intravenous immune globulin therapy,0.7801507
a sodium,False,Canities,0.7891016
"09-06-1993 , 22:00",False,Elevated CA 27-29,0.60811394
11 hours,False,Orbital congestion,0.69718397
"09-07-1993 , 01:00 a.m.",False,Elevated CA 27-29,0.6254827
intravenous fluids,False,Surgical arteriovenous fistula thrombosis,0.8174229
total fluids,False,Industrial trauma,0.7610626
24 hours,False,Pain,0.69686246
total sodium,False,Potassium overdose,0.8094638
09-07-1993 at 04:00 a.m.,False,"46, XX true hermaphrodite",0.589555
albumin bolus,False,Bilat Adies pupil,0.77967906
09-07-1993 at 05:00 a.m.,False,"46, XX true hermaphrodite",0.5976752
sodium bicarbonate,False,Manganese deficiency,0.7451869
calcium bolus,False,Keloid scar,0.75175077
"09-Jul , 05:30 a.m.",False,Elevated CA 27-29,0.6052171
D5 quarter normal saline,False,DM 2 w eye manifestation,0.7524473
taking PO,False,Callosity,0.82209134
09-06-1993 at 17:45,False,"46, XX true hermaphrodite",0.56684184
abnormal findings,False,Terminal illness,0.8361857
abdominal exam,True,Abdominal tenderness,0.8598412
white blood count,False,Skin mass,0.8303142
Copious urine output,False,Elevated urine uric acid,0.7767098
Normal neurologic exam,False,Acoustic neuroma,0.8248632
"09-06-1993 , at 17:45",False,Elevated CA 27-29,0.59443593
twitching of face,False,Open wound of face,0.83435
rapid movements of eyes,False,Paradoxical movement of vocal fold,0.7705699
Pupils dilated and sluggish,False,Bilat upper eyelid concretion,0.7734984
"09-07-1993 , 00:02",False,Elevated CA 27-29,0.6214678
IV ampicillin,True,Penicillin antibiotic overdose,0.85648334
"09-07-1993 , 06:30 a.m.",False,Elevated CA 27-29,0.6213556
rhythmic eye movement to left,False,"Low vision left eye, normal vision right eye",0.7520876
poor perfusion,False,Low blood pressure reading,0.83197296
A second intravenous,False,Long term antibiotic therapy,0.7552011
normal saline bolus,False,Pulmonary vessel stricture,0.7741067
D5 water,False,DM 1,0.7525503
worsening perfusion,False,Acute bronchitis due to parainfluenza,0.8450939
seizure control,False,"Seizure, unspecified",0.81274515
Fairm of Ijordcompmac Hospital,False,Hx of Billroth 1 anastomosis,0.75928926
the Pediatric Intensive Care Unit,False,Palliative care,0.7584603
"09-07-1993 , 11:15 a.m.",False,Elevated CA 27-29,0.6454083
presented,True,Pneumonia,0.85004896
pancytopenia,True,Pancytopenia,1.0000001
DDI,False,DM 2,0.8000926
walks,True,Arthritis,0.9282793
antacids,False,Posthitis,0.7903804
Oct-92,False,Elevated CA 27-29,0.6947594
sedated,False,Locked in syndrome,0.7149774
readmitted,False,Unattended death,0.6490284
Percocet,False,Comedone,0.7748065
10-02-1993,False,Elevated CA 27-29,0.56362176
splenomegaly,True,Splenomegaly,1.0
hepatomegaly,True,Hepatomegaly,1.0000001
DISCHARGE,True,Paralysis,0.8846473
afebrile,False,Febrile UTI,0.7235246
Ancef,False,IUD insertion,0.7284952
warm,True,Headache,0.8520825
Feb-90,False,Elevated CA 27-29,0.66327566
Vanor,True,Anuria,0.88190264
Feb-91,False,Elevated CA 27-29,0.67001295
appendectomy,True,Hx of appendectomy,0.86947954
scheduled,False,Agitation,0.8028035
Jun-14,False,Elevated CA 27-29,0.6298496
06-Nov,False,Elevated CA 19-9,0.6661081
Chemotherapy,True,Pneumonia,0.92588264
Jun-18,False,Elevated CA 27-29,0.6108213
Jun-19,False,Irregular periods,0.613841
Jun-20,False,Elevated CA 27-29,0.59914577
Mesna,False,Rales,0.7098506
Jun-16,False,Elevated CA 27-29,0.58634114
Dermatology,True,Dermatosis,0.92081827
narcotics,True,Arthritis,0.9139208
06/22/91,False,"Chimera 46, XX/46, XY",0.6029139
Dec-91,False,Elevated CA 27-29,0.6284805
Mar-93,False,Elevated CA 27-29,0.6613751
11/30/93,False,"Chimera 46, XX/46, XY",0.62235045
09-08-1993,False,Elevated CA 27-29,0.5621587
DIED,False,Paralysis,0.8256208
10-04-1988,False,Elevated CA 27-29,0.56055707
nephrocalcinosis,True,Nephrocalcinosis,1.0000002
dehydration,True,Dehydration,1.0
hyponatremia,True,Hyponatremia,1.0000002
tonsillitis,True,Tonsillitis,0.99999994
KCL,False,Abnl CBC,0.76103806
Sodium,False,Vomiting,0.8406772
Electrolytes,True,Electrolyte imbalance,0.8557676
neutrophiles,False,Acute febrile neutrophilic dermatosis,0.79845643
meta,True,Arthritis,0.9406468
areflexic,False,Nontoxic uninodular thyroid goiter,0.78174853
limp,True,Bleeding,0.89643365
chloramphenicol,True,Poisoning by chloramphenicol antibiotic,0.8780432
seizing,True,Rash,0.9461561
Temperature,True,Fatigue,0.9258809
dopa,False,Glare,0.7847294
departure,True,Pneumonia,0.8555011
magnesium,False,Paralysis,0.8395519
Lines,True,Worries,0.85544485
FI02,False,HTLV1 carrier,0.74308455
30-32/PEEP,False,DM 1 w bilat moderate nonproliferative retinopathy,0.6765495
hypernatremia,True,Hypernatremia,1.0000002
hypocalcemia,True,Hypocalcemia,0.9999999
Magnesium,False,Paralysis,0.8395519
NPO,False,MRSA carrier,0.7533506
Albumin,False,Ainhum,0.8121213
Globulin,False,Cortisol binding globulin abnormality,0.8432625
SGPT,False,MRSA pneumonia,0.7646106
NH3,False,Malaria,0.61001945
Differential,False,Peer problems,0.7694295
Fibrinogen,False,Alkaptonuria,0.78737193
irregular,True,Rash,0.89169395
absent,True,Arthritis,0.85349584
silent,True,Plague,0.9377382
Ampicillin,True,Penicillin antibiotic overdose,0.85091835
Acyclovir,False,Bilat acromioclavicular joint pain,0.7126274
disconnect,False,Internal fixation device complication,0.6652709
colonoscopy,True,Hx of colonoscopy,0.89764
flatulence,True,Flatulence,0.99999976
enalapril,False,Ketonuria,0.7487855
PRESENTED,True,Pneumonia,0.85004896
RESECTED,False,Premature beats,0.732744
DERMATOLOGY,True,Dermatosis,0.92081827
WELL,False,Worries,0.84096754
ANESTHESIA,True,Hyperesthesia,0.89770424
ADMITTED,True,Rash,0.91660714
TRANSFERED,False,Missed abortion,0.76077926
AFEBRILE,False,Febrile UTI,0.7235246
DRY,True,Corn,0.86232305
CLOSED,False,Worries,0.8488685
INFECTION,True,Pneumonia,0.9304775
BREAKDOWN,False,Paralysis,0.8114395
WATCHED,False,Loneliness,0.81746954
managing,True,Arthritis,0.89460003
collapsed,True,Plague,0.93487453
choking,True,Plague,0.9274665
clearing,True,Plague,0.91507244
09/14/96,False,"Chimera 46, XX/46, XY",0.62109596
complained,True,Rash,0.93537414
Dec-96,False,"Chimera 46, XX/46, XY",0.6193925
Aug-97,False,"Chimera 46, XX/46, XY",0.6226256
Sep-96,False,Elevated CA 27-29,0.5576568
Sep-97,False,Elevated CA 27-29,0.60576123
heparinization,False,Mesenteric saponification,0.7501873
cefotetan,False,Bilat asthenopia,0.77722865
10/28/97,False,"Chimera 46, XX/46, XY",0.5978855
returned,True,Arthritis,0.8737752
gentamicin,True,Rifampicin antibiotic overdose,0.87717736
Norvasc,False,Levocardia,0.750922
re-equalibration,False,Duplicated collecting system,0.7273561
sedentary,False,Seasonal asthma,0.7251179
Jan-14,False,Elevated CA 27-29,0.6348262
vomited,False,Bleeding,0.8220814
stones,True,Corn,0.87095743
Jan-18,False,Elevated CA 27-29,0.6296785
Sulbactam,False,Pectus carinatum,0.81412995
Gentamycin,False,Rifampicin antibiotic overdose,0.8241148
menses,False,Lentigo,0.78469
menopausal,True,Menopausal symptoms,0.91809696
09/20/00,False,"Chimera 46, XX/46, XY",0.6085097
13-08-2010,False,Elevated CA 27-29,0.540684
25-08-2010,False,Elevated CA 27-29,0.5151905
drained,True,Headache,0.90366125
reassess,False,Need for continuous supervision,0.6751013
09-Feb,False,Elevated CA 27-29,0.69932175
Incisions,False,Skin graft displacement,0.8068881
Steri-Strips,False,Hydroureter,0.71045303
nontender,False,Pinta,0.67006755
nondistended,False,Left nonaccommodative esotropia,0.70715344
gastroparesis,True,Gastroparesis,0.9999999
ESRD,False,Macule,0.81093216
Dec-26,False,Elevated CA 27-29,0.62328243
RR,False,Arthritis,0.7793535
dilaudid,False,Anuria,0.7504837
hydralazine,False,Alkaptonuria,0.7866808
Tranferred,False,IUD surveillance,0.7648985
1/20-2/1/07,False,DM 2 w CKD stage 1 (gfr >= 90),0.63901234
hypoglycemia,True,Hypoglycemia,1.0000002
eloped,False,Vertigo,0.8433061
signing,True,Arthritis,0.8773678
questioned,True,Mania,0.92172766
HPI,False,Bandemia,0.7833061
sleepiness,True,Drowsiness,0.85755384
CP,True,Arthritis,0.87227046
HA,False,Mania,0.8145921
dysuria,True,Dysuria,1.0000001
Labetalol,False,Amiodarone overdose,0.78832006
20-01-2019,False,Advance directive on file,0.56890666
dialyze,False,Portal pyemia,0.78866667
21-01-2019,False,Advance directive on file,0.55250525
Jan-21,False,Elevated CA 27-29,0.618819
N/V,False,DM 2,0.7015091
Jan-20,False,Elevated CA 27-29,0.6165037
nifedipine,False,Acetaminophen overdose,0.7737419
Jan-19,False,Elevated CA 27-29,0.63247705
Jan-23,False,Elevated CA 27-29,0.6232853
11-02-2019,False,Elevated CA 19-9,0.5489234
Jan-24,False,Elevated CA 27-29,0.63226014
DMI,False,MRSA carrier,0.81018883
FSBS,False,DM 2,0.787843
CAD,True,Arthritis,0.87823486
cp,True,Arthritis,0.87227046
sob,True,Loneliness,0.8736292
05-02-2019,False,Elevated CA 19-9,0.5645113
Jan-22,False,Elevated CA 27-29,0.6145523
06-02-1993,False,Elevated CA 27-29,0.569411
Cisplatinum,False,Mannosidosis,0.8179039
Velban,False,Bilat dupuytrens contractures,0.7827723
Bronchoscopy,False,Bronchospasm,0.80255616
anthracosis,True,Anthracosis,1.0000002
02-21-91,False,Elevated CA 19-9,0.5820056
excised,False,Retained foreign body,0.69909567
hospitalized,True,Pneumonia,0.92160565
born,True,Arthritis,0.85383904
GBS,False,DM 2,0.68039596
Apgars,False,Posthitis,0.8103096
flaring,False,Glare,0.7467799
resolution,True,Pneumonia,0.9070676
TRANSFER,True,Paralysis,0.8895733
cannot,True,Rash,0.8740368
diaphoresis,False,Diaphragm fitting,0.7595929
Diovan,False,Anuria,0.77369034
terazosin,False,Bilat corneal dellen,0.8012029
Diuresis,True,Enuresis,0.86938107
May-25,False,Chest pain,0.59201926
Assessment,True,Paralysis,0.88452256
lipase,False,Lipoid pneumonia,0.8323425
Zantac,False,Macule,0.78342676
Simethicone,False,Apraxia,0.7884559
OA,False,MRSA carrier,0.77662075
Jun-26,False,Elevated CA 27-29,0.6151228
LIMA-LAD,False,Central vertigo,0.6845051
SVG-PDA,False,"CHF, stage D",0.65762293
POD5,False,DM 1,0.7313018
admited,False,Burn,0.7858143
dischargo,False,Intertrigo,0.71117234
eroding,False,Hoarseness,0.7377068
22-04-2018,False,Advance directive on file,0.54129314
FNA,False,Arthritis,0.7353154
aspirated,False,Double inlet ventricle,0.61988455
syncope,True,Syncope,0.9999998
URI;,False,"Angina, unspecified",0.6927292
myalgias,True,Myalgia,0.90288126
levaquin,False,Macule,0.7579109
There,False,Headache,0.7762759
24-04-2018,False,Advance directive on file,0.53648627
tranferred,False,IUD surveillance,0.7648985
hyperlipidemia,True,Hyperlipidemia,1.0
Symptoms,True,Pneumonia,0.8988379
02-05-2009,False,Elevated CA 27-29,0.56324935
retrieval,True,Pneumonia,0.89896506
04-05-2009,False,Elevated CA 27-29,0.59001946
05-05-2009,False,Elevated CA 27-29,0.60811216
06-05-2009,False,Elevated CA 27-29,0.5861705
Niferex,False,Pruritus,0.8269005
prn,False,MRSA carrier,0.8319849
Plavix,False,Ileus,0.80462515
Aspirin,True,Aspirin overdose,0.9089433
anastomosed,False,Enuresis,0.7078886
thymoglobulin,True,Macroglobulinemia,0.85027975
CellCept,False,Viral exanthem,0.74855256
ganciclovir,False,Group B strep UTI,0.7234348
cytomegalovirus,True,Left Cytomegalovirus retinitis,0.9107132
pamidronate,False,Posthitis,0.7801124
adjusted,True,Worries,0.91027206
optimized,False,Reduced mobility,0.71680987
convalesce,False,Convalescence after chemotherapy,0.77266634
G3P3,False,Abnl cervical Pap HGSIL (high grade squamous intraepithelial lesion),0.7119197
feels,True,Loneliness,0.86126876
run,False,Glare,0.8116141
intercourse,True,Fatigue,0.8969744
TVH,False,MRSA carrier,0.75918263
SPARC,False,Vertigo,0.7407719
cystoscopy;,False,Gastric adenocarcinoma and proximal polyposis of the stomach (GAPPS),0.7900711
hemostatic,False,Orthostatic proteinuria,0.78270423
re-evalutated,False,"Phase of life, in remission",0.7303164
2000,False,Pneumonia,0.789009
