Entity,Match,Matched Entity,Score
MDS with AML transformation,True,Bilat entropion,0.88667893
bloody bowel movements,True,Absent bowel sounds,0.9505058
bloody watery stools,True,Abdominal tenderness,0.89962786
thrombocytopenia:,True,"Thrombocytopenia, unspecified",0.9889517
two,True,Angry,0.95574296
transfusion reactions,True,Blood transfusion reaction,0.9762643
positive PRA,True,Positive MRSA culture,0.92215395
transfusion reaction/PRA,True,Blood transfusion reaction,0.9245219
PRA positive,True,Positive MRSA culture,0.92884827
MDS with AML transformation:,True,Fhx of phenylketonuria,0.8660791
GERD:,True,IUD surveillance,0.92882013
constipation:,True,Constipation,0.9873401
bloody bowel movements.,True,Absent bowel sounds,0.944853
PRA positive;,True,Stool DNA test positive,0.9178767
thrombolysis,True,Adverse effect of thrombolytic,0.9350453
"rectal CA,",True,Rectal discharge,0.9592834
"DMII,",True,Gi symptoms,0.91313016
thrombolysis.,True,Adverse effect of thrombolytic,0.9352367
DMII-,True,IgA deficiency,0.91448396
Rectal CA-dx,True,Rectal discharge,0.9300585
rectal CA,True,Rectal discharge,0.97768706
peri-catheter thrombus,True,Catheter complication,0.93087155
Rectal CA-Pt,True,Abnl anal Pap,0.92337507
Diarrhea-,True,Diarrhea,0.9849627
"volume overload,",True,Nutritional edema,0.9043206
staph,True,Staph infection,0.9482053
Atrial fibrillation/flutter,True,"Atrial fibrillation, persistent",0.97918546
"wheeze,",True,Wheezing,0.96613514
pneumonia:,True,Bacterial pneumonia,0.9517586
"pneumonia,",True,Bacterial pneumonia,0.95056194
insomnia.,True,Insomnia,0.9776114
shortness of breath,True,Dyspnea,0.8918961
"dyspnea,",True,Dyspnea,0.98003465
itching.,True,Winter itch,0.90834695
Apply to groin.,True,Groin abrasion,0.9090895
dryness.,True,Dry skin,0.9241515
mucus.,True,Mucus plugging,0.96059537
line flush,True,Flushing,0.9201356
insomina.,True,Bilat acute pinna infection,0.90994024
pain/cramping.,True,Nocturnal muscle cramp,0.92870986
slurred speech,True,Slurred speech,1.0
severe COPD,True,Poisoning by NSAID,0.9158172
hypercarbia,True,Hypercapnia,0.9236536
anxiety,True,Hunger,0.95820916
low,True,Angry,0.92899805
agitated,True,Agitation,0.9742719
hyperglycemia,True,Hyperglycemia,1.0000001
respiratory depression.,True,Respiratory abnormality,0.9383848
COPD exacerbation,True,"CHF exacerbation, unspecified",0.951859
agitation.,True,Ethanol poisoning,0.91642207
chest pain,True,Chest pain,0.99999976
decreased respirations,True,Organic acid metabolism disorder,0.90449476
somnolence,True,Daytime somnolence,0.9303757
"hypercarbia,",True,Hypercapnia,0.93509364
pain control.,True,Central pain syndrome,0.9375668
"anxiety,",True,Mood swings,0.93149245
chest pain:,True,Chest pain,0.9798962
anxiety:,True,Mood swings,0.946419
constipation,True,Constipation,1.0
SOB/wheeze,True,Wheezing,0.91705996
SOB,True,Canities,0.856488
dyspnea.,True,Dyspnea,0.98166806
back pain:,True,Back pain,0.9776505
mental status changes,True,Decline in functional status,0.9141373
severe COPD.,True,AICD infection,0.9295252
metastatic adenocarcinoma,True,Adenocarcinoma metastatic to bilat kidneys,0.97753745
pain control,True,Pain crisis,0.9530425
rate control;,True,Effects of high pressure fluids,0.8583356
edema,True,Edema,1.0000001
DVT,True,CMV infection,0.93054575
nodule,True,Pulmonary nodule,0.94390213
edema.,True,Edema,0.96013665
"edema,",True,Edema,0.94664747
diarrhea,True,Diarrhea,1.0000001
DVT/PE,True,Abnl finding on EKG,0.86749476
"pain control,",True,Central pain syndrome,0.9281869
breakthrough pain,True,Generalized pain,0.94771576
Nausea.,True,Vomiting,0.93261296
apneic,True,Apnea,0.95755315
SCC of lung:,True,Hx of kidney infection,0.9326667
HTN,True,Secondary HTN,0.9496224
IDDM,True,IUD surveillance,0.89610934
apnea,True,Apnea,0.99999976
coughing up phlegm.,True,"Head blister, w infection",0.9216375
apnea/hypoxia,True,Chronic hypoxemic respiratory failure,0.93224716
IDDM:,True,Abnl laboratory finding,0.8509356
HTN:,True,Secondary HTN,0.95426035
diabetes mellitus,True,Neonatal diabetes mellitus,0.91294175
difficulty breathing.,True,Difficulty feeding self,0.9467736
difficulty breathing,True,Difficulty feeding self,0.9403173
decreased oxygen levels,True,Supplemental oxygen dependence,0.90906274
cellulitis.,True,Cellulitis,0.9864201
Diabetic Ketoacidosis.,True,"Ketoacidosis due to acute alcohol intoxication, unspecified type of alcohol use",0.9531684
"cellulitis),",True,Cellulitis,0.9563096
foot ulcer,True,Anal ulcer,0.9400314
"cellulitis,",True,Cellulitis,0.9819286
abscess/cellulitis/drug,True,Skin abscess w lymphangitis,0.943877
"foot ulcer,",True,Labial ulceration,0.9364431
abscess,True,Abscess,1.0
Diabetic Ketoacidosis:,True,"Ketoacidosis due to acute alcohol intoxication, unspecified type of alcohol use",0.9531684
increasing glucose levels.,True,Elevated serum lipase,0.91827565
Anemia:,True,Anemia,0.9618285
Iron supplementation,True,Dietary zinc deficiency,0.92739034
Skin lesions:,True,Skin lesion,0.9730062
"drug reaction,",True,Adverse drug reaction,0.9302343
Rash.,True,Drug rash,0.93552834
pruritis.,True,Pruritus,0.97981596
Diabetic Ketoacidosis,True,"Ketoacidosis due to acute alcohol intoxication, unspecified type of alcohol use",0.9531684
foot infection.,True,Skin infection,0.9360842
"respiratory distress,",True,Respiratory distress,0.9540584
hypotension.,True,Hypotension,0.9882033
Chronic obstructive pulmonary disease,True,Chronic obstructive asthma,0.94848776
Hypertension.,True,Hypertensive urgency,0.9643941
"Coronary artery disease,",True,Coronary arteritis,0.9365716
tachycardiac.,True,Tachycardia,0.96733
tachycardiac,True,Tachycardia,0.97852695
Chronic obstructive pulmonary disease/respiratory,True,Chronic obstructive asthma,0.94749355
respiratory distress,True,Respiratory distress,1.0000002
Hypotension,True,Hypotension,1.0000002
Hypertension,True,Hypertensive heart disease,0.96006376
Coronary artery disease,True,Coronary arteritis,0.9524021
"hypotension,",True,Hypotension,0.9874841
Renal failure,True,Renal failure,0.9999999
Prophylaxis,True,Prophylactic antibiotic administration,0.92823935
Chronic obstructive pulmonary disease.,True,Chronic obstructive asthma,0.9519316
Coronary artery disease.,True,Coronary arteritis,0.94876003
Finger stick was 50,True,Right fingernail infection,0.8926047
combative,True,Acute MI,0.88137734
screaming,True,Canities,0.8668578
"hepatic encephalopathy,",True,Hepatic encephalopathy,1.0000002
"carbapenemase-resistant E.coli,",True,Carbapenem resistant enterobacterales infection,0.94802517
hepatorenal syndrome.,True,Hepatorenal syndrome,0.99157536
"DIC,",True,Secondary dm,0.9068383
DIC.,True,MSSA carrier,0.91322154
sedation.,True,Hyperesthesia,0.9033985
aspiration pneumonia,True,Aspiration pneumonia,1.0
Schizophrenia,True,Schizophrenia,1.0000002
UTI.,True,Bacterial UTI,0.9159397
UTI-,True,IUD surveillance,0.9016132
Pulmonary Emboli:,True,Cerebral embolism,0.96773046
Schizophrenia-,True,Schizophrenia,0.98508894
pain/discomfort,True,Chronic pain syndrome,0.91870326
"Pneumonia, MRSA:",True,MRSA pneumonia,0.92659366
Hypothyroidism:,True,Hypothyroidism,0.9916688
INR<2.,True,Abnl plasma viscosity,0.8752242
"for low Triiodothyronine Thyroxine (T4),",True,Iodine induced hyperthyroidism,0.8823403
loose stools,True,Foul smelling urine,0.89997697
"sedation,",True,Hyperesthesia,0.9002953
Pulmonary Embolism,True,Cerebral embolism,0.9821389
"lung clots,",True,Peritubal adhesions,0.8980171
diuresing,True,Enuresis,0.91274965
resusitate,True,Respiratory arrest,0.8612486
astma.,True,Rhinophyma,0.9085641
"withdrawal,",True,Drug withdrawal,0.9260842
withdrawal,True,Agitation,0.9593164
CIWA.,True,Gi symptoms,0.91634375
"intubated,",True,Failed intubation,0.9128439
agitated.,True,Clumsiness,0.90729606
withdrawal.,True,Drug withdrawal,0.9200125
intubated,True,Failed intubation,0.93688226
edematous cords.,True,"Venous stasis edema w ulcer of left lower leg, unspecified site and depth",0.9262833
Ventilator Associated Pneumonia:,True,Ventilator associated pneumonia,0.98548615
Pulmonary Embolism:,True,Pulmonary embolism in pregnancy,0.9763078
solid tumors,True,"Sarcoma, abdomen",0.90260434
"Alcohol Dependence, withdrawal:",True,"Nicotine dependence, in remission",0.91533065
Clostridium difficile Colitis:,True,C difficile infection,0.9421114
CIWA,True,Gi symptoms,0.9302126
anxiety/insomnia,True,Adjustment insomnia,0.95663583
sob/wheeze,True,Wheezing,0.91705996
clot,True,Croup,0.90489626
infection,True,Pneumonia,0.9560217
hypertensive,True,Hypertensive urgency,0.97402966
ventilator associated pneumonia,True,Ventilator associated pneumonia,1.0000001
Diarrhea,True,Diarrhea,1.0000001
spiked to 101.3,True,PPD false positive,0.853327
Rectal metastatic adenocarcinoma,True,Cancer metastatic to rectosigmoid colon,0.9468198
"diarrhea,",True,Diarrhea,0.9820483
"acidosis,",True,Respiratory acidosis,0.95337915
fevers,True,Scarlet fever,0.92297935
acidosis,True,Respiratory acidosis,0.95274425
SBO,True,Rh negative,0.9005286
dropping HCT.,True,HX of CABG,0.9147528
elevated INR,True,Elevated CEA,0.9517434
neutropenic fever.,True,"Neutropenic fever, unspecified",0.9926861
SBO.,True,IUD surveillance,0.9129732
NEUTROPENIC FEVER:,True,"Neutropenic fever, unspecified",0.9913714
aspiration/pneumonia.,True,"Aspiration pneumonia, oil",0.95613426
RECTAL CANCER:,True,Rectal cancer,0.9883826
acidosis.,True,Respiratory acidosis,0.95671445
"CAD,",True,Elevated CEA,0.90098834
"DM2,",True,DM 2 on insulin,0.92652094
"HTN,",True,Secondary HTN,0.95545644
"anemia,",True,Anemia,0.950876
sepsis.,True,Septic shock,0.9615675
CAD,True,Rales,0.9086881
CHF,True,IUD surveillance,0.9178611
primary hypothyroidism;,True,Secondary hypothyroidism,0.9808419
hypothyroidism.,True,Hypothyroidism,0.99233806
"hypothyroidism,",True,Hypothyroidism,0.99049115
Pancytopenia:,True,Pancytopenia,0.98546726
anemia,True,Anemia,1.0000001
"hyponatremic,",True,Hyponatremia,0.98072505
hypothyroidism;,True,Hypothyroidism,0.98280865
CAD:,True,IUD surveillance,0.9108741
CHF:,True,"CHF, stage D",0.91255033
overdry,True,CPAP dependence,0.8945786
"Pancytopenia(anemia,leukopenia,thrombocytopenia),",True,"Thrombocytopenia, unspecified",0.9584292
hypothyroidism,True,Hypothyroidism,1.0000001
SAH,True,IUD surveillance,0.92453754
ADHD,True,ADHD,0.9999998
Schizoaffective disorder,True,"Schizoaffective disorder, bipolar type",0.9931116
pleuritic,True,Pleurisy,0.97724366
headaches,True,Tension headache,0.9519257
MCA aneurysm s/p coiling,True,Hx of cerebral aneurysm,0.94101596
Asthma:,True,Intermittent asthma,0.9664415
Schizoaffective disorder:,True,"Schizoaffective disorder, bipolar type",0.9938867
migraines).,True,Migraine,0.9415848
ADHD:,True,ADHD,0.95120436
fever.,True,Throat clearing,0.9211665
altered mental status,True,"Mental status, transient alteration",0.9106895
presumed Wernicke's.,True,Alcoholic Wernicke Korsakoff syndrome,0.9358089
Wernicke Korsakoff's pathology.,True,Alcoholic Wernicke Korsakoff syndrome,0.94829977
Agoraphobia,True,Agoraphobia,1.0000002
serotonin syndrome,True,Serotonin syndrome,0.9999997
opioid detox,True,Opioid withdrawal,0.9332782
bruising,True,Anus blister,0.91707504
altered mental status.,True,"Mental status, transient alteration",0.905907
benzodiazepine intoxication,True,Benzodiazepine overdose,0.9643582
pain-,True,Pain crisis,0.9721123
Hypertension:,True,Hypertensive urgency,0.96774006
Essential tremor:,True,Intentional tremor,0.9678165
BPH:,True,BPAP dependence,0.9298276
agitation/psychosis,True,Brief psychotic disorder,0.9375959
"psychosis,",True,Affective psychosis,0.95203966
"back pain,",True,Back pain,0.97639453
"Hypertension,",True,Hypertensive heart disease,0.9587312
"BPH,",True,BPAP dependence,0.93954045
confusion,True,Confusion,1.0
chest pain radiating to the jaw.,True,Chronic right arm pain,0.92089623
stop the bleeding,True,Rupture of artery,0.8683116
stop the bleeding.,True,Laceration of heart wo hemopericardium,0.88260996
hypotensive.,True,Hypotension,0.97072434
upper body pruritic rash.,True,Neurogenic pruritus,0.9281533
anaphylaxis,True,Anaphylaxis,1.0
ST elevations,True,Elevated TSH,0.88482535
anaphylactic reaction.,True,Anaphylactic shock,0.9689908
OA pain,True,Vomiting wo nausea,0.8872379
tachycardic,True,Tachycardia,0.9863162
cratered 15mm ulcer,True,ulcerative CMV lesion,0.9066538
skin boil.,True,Skin infection,0.9179446
tachycardia.,True,Tachycardia,0.9893518
"SBP dropped to the 80s and high 70s,",True,Hgb H constant spring disease,0.8730054
maintian MAPs>60.,True,Hx of Graves disease,0.8798261
aspiration pna,True,Aspiration pneumonia,0.9222504
cdiff,True,CPAP dependence,0.93211687
Hypotension:,True,Hypotension,0.9868742
Abd pain/gerd:,True,Abnl heart sounds,0.92434496
Seizure d/o:,True,Fhx of seizures,0.89086425
HCV cirrhosis,True,Cirrhosis due to chronic hepatitis B,0.9456326
lymphoblastic lymphoma/ALL,True,"Lymphoblastic lymphoma, unspecified site",0.9971
"ALL,",True,Ainhum,0.8607253
strep viridans line infection,True,Strep viridans infection,0.99539965
lymphoblastic lymphoma,True,"Lymphoblastic lymphoma, unspecified site",0.9924284
lymphoblastic lymphoma/leukemia,True,"Lymphoblastic lymphoma, unspecified site",0.9971
lymphoma/leukemia),True,"Lymphoid leukemia, unspecified type and site",0.9706969
lymphoma.,True,"Lymphoblastic lymphoma, unspecified site",0.94558454
neuropathy.,True,Neuropathy,0.97689104
"lymphoma,",True,"Lymphoblastic lymphoma, unspecified site",0.94958746
fevers.,True,Scarlet fever,0.9193315
acute lymphoblastic leukemia/lymphoma.,True,Acute lymphoid leukemia,0.98407215
"hypotensive,",True,Hypotension,0.9737847
lower GI bleed.,True,Lower GI hemorrhage,0.9348874
HIT,True,Angry,0.9310564
atrial fibrillation,True,Chronic atrial fibrillation,0.984798
sedated,True,Respiratory arrest,0.8862534
LGIB,True,IUD surveillance,0.8954457
"dystonia,",True,Generalized dystonia,0.97985923
atrial fibrillation.,True,"Atrial fibrillation, unspecified",0.98871636
afib,True,IUD surveillance,0.9152714
afib.,True,Abnl abdominal MRI,0.9226576
ARF,True,Rales,0.93456876
PEs,True,Pimples,0.91374177
"MRSA PNA,",True,MRSA infection,0.93459463
torulopsis,True,Berylliosis,0.90493727
C. diff,True,Striae,0.9001973
dystonia,True,Generalized dystonia,0.98195505
hct 25.9,True,Hx of GERD,0.9279856
platelets of 37K,True,Hx of thrombocytopenia,0.89456165
DM II,True,Secondary dm,0.9462655
SBP prophylaxis.,True,Prophylactic antibiotic administration,0.92604136
encephalopathy.,True,Encephalopathy,0.9880846
acute alcoholic hepatitis.,True,Acute alcoholic hepatitis,0.9866524
Acute renal insufficiency:,True,Acute renal insufficiency,0.991048
hepatorenal syndrome,True,Hepatorenal syndrome,1.0000002
DM II:,True,Abnl abdominal MRI,0.8998796
"TIA,",True,IUD surveillance,0.9051028
TIA,True,Croup,0.9163562
chronic anticoagulation,True,Long term anticoagulant therapy,0.96372956
"Polymyalgia rheumatica,",True,Polymyalgia rheumatica,0.99999976
Afib,True,IUD surveillance,0.9152714
TIA's,True,Bence jones proteinuria,0.8858914
neutropenia.,True,Neutropenia due to infection,0.95901
A fib,True,IUD surveillance,0.9209999
Dementia,True,"Dementia due to Picks disease, unspecified severity",0.9310735
DVT prophylaxis;,True,Prophylactic antibiotic administration,0.8904805
"suspicion of HIT,",True,"Cause of assault, shotgun",0.9007828
her DVT.,True,Acute DVT of right tibial vein,0.9158768
anticoagulation,True,Declines anticoagulation therapy,0.9504273
prophylaxis.,True,Prophylactic antibiotic administration,0.94357616
anticoagulation.,True,Declines anticoagulation therapy,0.95220965
anxiety/depression,True,Generalized anxiety disorder,0.92347
anticoagulated,True,Declines anticoagulation therapy,0.9369359
right foot wound.,True,Right foot laceration,0.9621697
0-60 mg/dL,True,DM 1 w proteinuria,0.8773088
"long ventriculoperitoneal tachycardiac narrow complex at 139,",True,Ventriculoperitoneal shunt infection,0.97708637
"hypertension,",True,Hypertensive heart disease,0.9587312
paroxysmal atrial fibrillation,True,"Atrial flutter, paroxysmal",0.952213
"tachycardia,",True,Tachycardia,0.98866916
hypotension,True,Hypotension,1.0000002
maintenance,True,Confusion,0.9382053
"rate control,",True,Presence of insulin pump,0.8778872
TSH was also elevated to 25,True,PCP intoxication,0.90689147
Tube feeds,True,Mouth breathing,0.9015148
angioedema,True,Angioedema,0.9999998
angioedema.,True,Angioedema,0.9850526
hypertension,True,Hypertensive heart disease,0.96006376
psychosis,True,Childhood psychosis,0.9585452
orthostatic,True,Orthostatic proteinuria,0.9404006
?angioedema.,True,Angioedema,0.95582247
orthostatic.,True,Postural orthostatic tachycardia syndrome,0.9434757
"low-grade fever,",True,"Neutropenic fever, unspecified",0.91953427
"cough,",True,Persistent cough,0.92699826
lethargy,True,Lethargy,1.0000001
"lethargy,",True,Lethargy,0.93846875
HTN.,True,Essential HTN,0.9488281
Hyponatremia:,True,Hyponatremia,0.9879414
hyponatremia,True,Hyponatremia,1.0000002
neurogenic bladder,True,Neurogenic bladder,1.0000001
severe hyponatremia.,True,Hyponatremia,0.9796888
cough,True,Pneumonia,0.9596641
neurogenic bladder.,True,Neurogenic bladder,0.98115194
BP control.,True,BPAP dependence,0.90279543
"hyponatremia,",True,Hyponatremia,0.9899454
hyperglycemia with FS 470s,True,Hyperglycemia,0.9599327
maintain BP,True,Elevated BP reading wo HTN diagnosis,0.8894106
COPD,True,Secondary dm,0.8945483
shortness of breath.,True,Dyspnea,0.9076383
APML,True,HX of LASIK,0.9259324
NSTEMI,True,MSSA pneumonia,0.9311701
APML:,True,HX of LASIK,0.92675906
prophylaxis of ATRA syndrome,True,Hx of right prophylactic mastectomy,0.9167859
heart failure,True,Left heart failure,0.9506006
NSTEMI.,True,Nsaid sensitivity,0.9300804
hypoxic,True,Hypoxia,0.9851656
"heart failure,",True,Left heart failure,0.9422982
thrush,True,Croup,0.92942905
"NSTEMI,",True,Nsaid sensitivity,0.9249816
"APML,",True,Presence of AICD,0.9267998
PVD,True,CMV infection,0.9165039
"stent placement,",True,Coronary artery stent stenosis,0.9281874
"PVD,",True,HIV 2 infection,0.9231663
stent placement,True,Hx of iliac stent placement,0.9202622
"CAD/PVD,",True,CPAP dependence,0.90401584
AFib,True,IUD surveillance,0.9152714
in-stent thrombosis,True,Coronary artery stent stenosis,0.91707176
stenting,True,Coronary artery stent stenosis,0.9121747
angioplasty/stenting,True,Coronary artery stent stenosis,0.9314516
angioplasty,True,Coronary artery stent stenosis,0.92117155
Chronic pain:,True,Chronic pain syndrome,0.98392177
Depression:,True,Mood swings,0.9550836
Pain.,True,Pain crisis,0.9662105
Chest pain:,True,Chest pain,0.9798962
chest pressure.,True,Effects of air pressure,0.90964633
chest pain.,True,Chest pain,0.983541
PNA.,True,CNS disease,0.9243835
Hypothyroidism,True,Hypothyroidism,1.0000001
CAP.,True,Cradle cap,0.90015304
bronchitis.,True,Bronchitis,0.9890574
esophagitis,True,"Acute esophagitis, unspecified",0.95979095
esophagitis.,True,"Acute esophagitis, unspecified",0.9727815
Cystitis:,True,Bacterial cystitis,0.9737302
rectal discomfort.,True,Anorectal pain,0.9579039
Hypothyroidism.,True,Hypothyroidism,0.99233806
"fever,",True,Throat clearing,0.9118151
Upper Gastrointestinal Bleed:,True,Gastrointestinal tract cancer,0.9592172
"chronic pain,",True,Chronic pain syndrome,0.98123884
gastropathy,True,Gastropathy,0.9999996
Hyperliipidemia:,True,Hyperlipidemia,0.945946
ulcer,True,Anal ulcer,0.92722774
stomach irriation.,True,Muscle contracture of bilat gastrocnemius due to paralysis,0.91348696
Metastatic breast cancer to the brain/Seizure:,True,Cancer metastatic to blood vessel,0.9488552
"Encephalopathy,",True,Encephalopathy,0.98643416
her seizure.,True,Rebound headache,0.8951206
fever/pain.,True,Generalized abdominal pain,0.9269972
line flush.,True,Flushing,0.9259134
anti-seizure,True,Drug induced fever,0.86865497
"COPD,",True,Abnl chest MRI,0.8654135
pinpoint pupils,True,Right pinguecula,0.9012566
sz,True,Secondary dm,0.92372596
toxicity.,True,Poisoning by insulin,0.91256803
pain?).,True,Central pain syndrome,0.9115847
IVC filter,True,Hx of radiation therapy,0.8922148
"Hypotension,",True,Hypotension,0.9874841
pressure support.,True,Continuous oxygen therapy dependence,0.93898016
the UTI.,True,Incomplete SAB W UTI,0.9189427
serratia):,True,Brugada syndrome,0.8996382
enterococcus,True,Enterococcus infection,0.9833622
serratia.,True,Brugada syndrome,0.9068537
seizure activity.,True,Movement disorder,0.89776003
COPD.,True,AICD infection,0.9180609
DVT.,True,Hx of DVT,0.9409363
IVF filters,True,Presence of iud,0.9169679
Chronic PAIN:,True,Chronic pain syndrome,0.98392177
respiratory suppression,True,Respiratory arrest,0.94940984
SOB/wheeze.,True,Wheezing,0.9237156
seizure activity,True,Movement disorder,0.9221674
somnolence.,True,Daytime somnolence,0.9343933
Type 2 Diabetes,True,Type 2 MI,0.9231289
urosepsis.,True,Pyogenic shock,0.9206503
